".rownames","EmploymentStatus.fctr.predict.Final.rpart"
"62696","Not.in.Labor.Force"
"62523","Not.in.Labor.Force"
"123737","Not.in.Labor.Force"
"62519","Not.in.Labor.Force"
"62524","Not.in.Labor.Force"
"105298","Not.in.Labor.Force"
"105621","Not.in.Labor.Force"
"105391","Not.in.Labor.Force"
"124741","Not.in.Labor.Force"
"105394","Not.in.Labor.Force"
"105242","Not.in.Labor.Force"
"105218","Not.in.Labor.Force"
"124041","Not.in.Labor.Force"
"105629","Not.in.Labor.Force"
"105222","Not.in.Labor.Force"
"105221","Not.in.Labor.Force"
"105489","Not.in.Labor.Force"
"105628","Not.in.Labor.Force"
"124297","Not.in.Labor.Force"
"17436","Not.in.Labor.Force"
"118457","Not.in.Labor.Force"
"16645","Not.in.Labor.Force"
"42272","Not.in.Labor.Force"
"16644","Not.in.Labor.Force"
"16892","Not.in.Labor.Force"
"17357","Not.in.Labor.Force"
"16642","Not.in.Labor.Force"
"16643","Not.in.Labor.Force"
"16631","Not.in.Labor.Force"
"16485","Not.in.Labor.Force"
"17245","Not.in.Labor.Force"
"42415","Not.in.Labor.Force"
"16486","Not.in.Labor.Force"
"16630","Not.in.Labor.Force"
"32002","Not.in.Labor.Force"
"31999","Not.in.Labor.Force"
"32003","Not.in.Labor.Force"
"32247","Not.in.Labor.Force"
"42341","Not.in.Labor.Force"
"42384","Not.in.Labor.Force"
"68530","Not.in.Labor.Force"
"31979","Not.in.Labor.Force"
"32357","Not.in.Labor.Force"
"32355","Not.in.Labor.Force"
"32342","Not.in.Labor.Force"
"32356","Not.in.Labor.Force"
"68488","Not.in.Labor.Force"
"32159","Not.in.Labor.Force"
"32340","Not.in.Labor.Force"
"32067","Not.in.Labor.Force"
"68260","Not.in.Labor.Force"
"31978","Not.in.Labor.Force"
"67646","Not.in.Labor.Force"
"67504","Not.in.Labor.Force"
"32274","Not.in.Labor.Force"
"68262","Not.in.Labor.Force"
"67865","Not.in.Labor.Force"
"68256","Not.in.Labor.Force"
"67866","Not.in.Labor.Force"
"108498","Not.in.Labor.Force"
"108571","Not.in.Labor.Force"
"107848","Not.in.Labor.Force"
"107989","Not.in.Labor.Force"
"68366","Not.in.Labor.Force"
"108258","Not.in.Labor.Force"
"108145","Not.in.Labor.Force"
"107883","Not.in.Labor.Force"
"108451","Not.in.Labor.Force"
"108591","Not.in.Labor.Force"
"108486","Not.in.Labor.Force"
"108678","Not.in.Labor.Force"
"107797","Not.in.Labor.Force"
"979","Not.in.Labor.Force"
"108500","Not.in.Labor.Force"
"107826","Not.in.Labor.Force"
"108131","Not.in.Labor.Force"
"108381","Not.in.Labor.Force"
"108249","Not.in.Labor.Force"
"108499","Not.in.Labor.Force"
"107993","Not.in.Labor.Force"
"108121","Not.in.Labor.Force"
"108269","Not.in.Labor.Force"
"108506","Not.in.Labor.Force"
"108365","Not.in.Labor.Force"
"94369","Disabled"
"107705","Not.in.Labor.Force"
"108314","Not.in.Labor.Force"
"94400","Not.in.Labor.Force"
"108690","Not.in.Labor.Force"
"108696","Not.in.Labor.Force"
"108597","Not.in.Labor.Force"
"1824","Not.in.Labor.Force"
"108653","Not.in.Labor.Force"
"107853","Not.in.Labor.Force"
"108130","Not.in.Labor.Force"
"108683","Not.in.Labor.Force"
"10922","Not.in.Labor.Force"
"14385","Not.in.Labor.Force"
"108030","Not.in.Labor.Force"
"108682","Not.in.Labor.Force"
"108364","Not.in.Labor.Force"
"107978","Not.in.Labor.Force"
"13384","Not.in.Labor.Force"
"108129","Not.in.Labor.Force"
"108017","Not.in.Labor.Force"
"99908","Not.in.Labor.Force"
"107796","Not.in.Labor.Force"
"108120","Not.in.Labor.Force"
"107979","Not.in.Labor.Force"
"108380","Not.in.Labor.Force"
"107768","Not.in.Labor.Force"
"53759","Not.in.Labor.Force"
"108354","Not.in.Labor.Force"
"107706","Not.in.Labor.Force"
"108294","Not.in.Labor.Force"
"108268","Not.in.Labor.Force"
"108359","Not.in.Labor.Force"
"107801","Not.in.Labor.Force"
"108425","Not.in.Labor.Force"
"118826","Not.in.Labor.Force"
"108450","Not.in.Labor.Force"
"108361","Not.in.Labor.Force"
"13335","Not.in.Labor.Force"
"108288","Not.in.Labor.Force"
"108293","Not.in.Labor.Force"
"107776","Not.in.Labor.Force"
"108428","Not.in.Labor.Force"
"108545","Not.in.Labor.Force"
"108090","Not.in.Labor.Force"
"108544","Not.in.Labor.Force"
"84287","Not.in.Labor.Force"
"81465","Not.in.Labor.Force"
"81466","Not.in.Labor.Force"
"108625","Not.in.Labor.Force"
"83086","Not.in.Labor.Force"
"108337","Not.in.Labor.Force"
"108432","Not.in.Labor.Force"
"108452","Not.in.Labor.Force"
"108192","Not.in.Labor.Force"
"107696","Not.in.Labor.Force"
"108391","Not.in.Labor.Force"
"82915","Not.in.Labor.Force"
"108623","Not.in.Labor.Force"
"108570","Not.in.Labor.Force"
"108697","Not.in.Labor.Force"
"84177","Not.in.Labor.Force"
"83660","Not.in.Labor.Force"
"108507","Not.in.Labor.Force"
"107898","Not.in.Labor.Force"
"108289","Not.in.Labor.Force"
"108485","Not.in.Labor.Force"
"71642","Not.in.Labor.Force"
"108424","Not.in.Labor.Force"
"108237","Not.in.Labor.Force"
"108487","Not.in.Labor.Force"
"18898","Not.in.Labor.Force"
"108100","Not.in.Labor.Force"
"107742","Not.in.Labor.Force"
"19091","Not.in.Labor.Force"
"108606","Not.in.Labor.Force"
"108390","Not.in.Labor.Force"
"24136","Not.in.Labor.Force"
"108429","Not.in.Labor.Force"
"108393","Not.in.Labor.Force"
"107944","Not.in.Labor.Force"
"107945","Not.in.Labor.Force"
"108392","Not.in.Labor.Force"
"108191","Not.in.Labor.Force"
"85568","Not.in.Labor.Force"
"108077","Not.in.Labor.Force"
"51279","Not.in.Labor.Force"
"51685","Not.in.Labor.Force"
"51284","Not.in.Labor.Force"
"51825","Not.in.Labor.Force"
"51390","Not.in.Labor.Force"
"85144","Not.in.Labor.Force"
"51312","Not.in.Labor.Force"
"51311","Not.in.Labor.Force"
"51683","Not.in.Labor.Force"
"51490","Not.in.Labor.Force"
"51208","Not.in.Labor.Force"
"51610","Not.in.Labor.Force"
"51267","Not.in.Labor.Force"
"51079","Not.in.Labor.Force"
"51100","Not.in.Labor.Force"
"51273","Not.in.Labor.Force"
"51246","Not.in.Labor.Force"
"51289","Not.in.Labor.Force"
"51268","Not.in.Labor.Force"
"51207","Not.in.Labor.Force"
"51456","Not.in.Labor.Force"
"29850","Not.in.Labor.Force"
"51512","Not.in.Labor.Force"
"51290","Not.in.Labor.Force"
"51609","Not.in.Labor.Force"
"28830","Not.in.Labor.Force"
"51970","Not.in.Labor.Force"
"51971","Not.in.Labor.Force"
"51389","Not.in.Labor.Force"
"30611","Not.in.Labor.Force"
"51698","Not.in.Labor.Force"
"51333","Not.in.Labor.Force"
"51262","Not.in.Labor.Force"
"51078","Not.in.Labor.Force"
"45309","Not.in.Labor.Force"
"51266","Not.in.Labor.Force"
"51999","Not.in.Labor.Force"
"30753","Not.in.Labor.Force"
"51948","Not.in.Labor.Force"
"51146","Not.in.Labor.Force"
"51144","Not.in.Labor.Force"
"51848","Not.in.Labor.Force"
"51334","Not.in.Labor.Force"
"27835","Not.in.Labor.Force"
"29071","Not.in.Labor.Force"
"51454","Not.in.Labor.Force"
"51738","Not.in.Labor.Force"
"30244","Not.in.Labor.Force"
"51684","Not.in.Labor.Force"
"51143","Not.in.Labor.Force"
"51455","Not.in.Labor.Force"
"51313","Not.in.Labor.Force"
"51691","Not.in.Labor.Force"
"51139","Not.in.Labor.Force"
"51658","Not.in.Labor.Force"
"51809","Not.in.Labor.Force"
"51991","Not.in.Labor.Force"
"18522","Not.in.Labor.Force"
"51080","Not.in.Labor.Force"
"51116","Not.in.Labor.Force"
"51375","Not.in.Labor.Force"
"51339","Not.in.Labor.Force"
"51652","Not.in.Labor.Force"
"51335","Not.in.Labor.Force"
"51983","Not.in.Labor.Force"
"51555","Not.in.Labor.Force"
"51556","Not.in.Labor.Force"
"51115","Not.in.Labor.Force"
"51766","Not.in.Labor.Force"
"51106","Not.in.Labor.Force"
"51248","Not.in.Labor.Force"
"51247","Not.in.Labor.Force"
"51114","Not.in.Labor.Force"
"4549","Not.in.Labor.Force"
"77364","Not.in.Labor.Force"
"28447","Not.in.Labor.Force"
"81346","Not.in.Labor.Force"
"82296","Not.in.Labor.Force"
"84046","Not.in.Labor.Force"
"83013","Not.in.Labor.Force"
"28219","Not.in.Labor.Force"
"78179","Not.in.Labor.Force"
"77485","Not.in.Labor.Force"
"77415","Not.in.Labor.Force"
"28446","Not.in.Labor.Force"
"77274","Not.in.Labor.Force"
"30149","Not.in.Labor.Force"
"83045","Not.in.Labor.Force"
"83099","Not.in.Labor.Force"
"83028","Not.in.Labor.Force"
"77385","Not.in.Labor.Force"
"83109","Not.in.Labor.Force"
"82169","Not.in.Labor.Force"
"28295","Not.in.Labor.Force"
"81138","Not.in.Labor.Force"
"83027","Not.in.Labor.Force"
"30095","Not.in.Labor.Force"
"77438","Not.in.Labor.Force"
"77380","Not.in.Labor.Force"
"27769","Not.in.Labor.Force"
"77541","Not.in.Labor.Force"
"83012","Not.in.Labor.Force"
"30490","Not.in.Labor.Force"
"79168","Not.in.Labor.Force"
"45599","Not.in.Labor.Force"
"77234","Not.in.Labor.Force"
"29971","Not.in.Labor.Force"
"78216","Not.in.Labor.Force"
"83029","Not.in.Labor.Force"
"28294","Not.in.Labor.Force"
"30155","Not.in.Labor.Force"
"31697","Not.in.Labor.Force"
"83007","Not.in.Labor.Force"
"77396","Not.in.Labor.Force"
"28215","Not.in.Labor.Force"
"30660","Not.in.Labor.Force"
"30564","Not.in.Labor.Force"
"84326","Not.in.Labor.Force"
"77211","Not.in.Labor.Force"
"78086","Not.in.Labor.Force"
"83992","Not.in.Labor.Force"
"45689","Not.in.Labor.Force"
"78176","Not.in.Labor.Force"
"81166","Not.in.Labor.Force"
"28989","Not.in.Labor.Force"
"45708","Not.in.Labor.Force"
"81365","Not.in.Labor.Force"
"84325","Not.in.Labor.Force"
"82906","Not.in.Labor.Force"
"78098","Not.in.Labor.Force"
"82911","Not.in.Labor.Force"
"84335","Not.in.Labor.Force"
"78027","Not.in.Labor.Force"
"77484","Not.in.Labor.Force"
"79018","Not.in.Labor.Force"
"45742","Not.in.Labor.Force"
"45755","Not.in.Labor.Force"
"84284","Not.in.Labor.Force"
"82910","Not.in.Labor.Force"
"45769","Not.in.Labor.Force"
"78175","Not.in.Labor.Force"
"45775","Not.in.Labor.Force"
"45776","Not.in.Labor.Force"
"81350","Not.in.Labor.Force"
"30718","Not.in.Labor.Force"
"82896","Not.in.Labor.Force"
"31218","Not.in.Labor.Force"
"83640","Not.in.Labor.Force"
"45804","Not.in.Labor.Force"
"29122","Not.in.Labor.Force"
"45812","Not.in.Labor.Force"
"77237","Not.in.Labor.Force"
"30397","Not.in.Labor.Force"
"31633","Not.in.Labor.Force"
"83003","Not.in.Labor.Force"
"82424","Not.in.Labor.Force"
"28617","Not.in.Labor.Force"
"77253","Not.in.Labor.Force"
"29124","Disabled"
"30559","Not.in.Labor.Force"
"82947","Not.in.Labor.Force"
"82954","Not.in.Labor.Force"
"83830","Not.in.Labor.Force"
"84053","Not.in.Labor.Force"
"83110","Not.in.Labor.Force"
"82091","Not.in.Labor.Force"
"78158","Not.in.Labor.Force"
"82425","Not.in.Labor.Force"
"78167","Not.in.Labor.Force"
"30658","Not.in.Labor.Force"
"29591","Not.in.Labor.Force"
"28818","Not.in.Labor.Force"
"77416","Not.in.Labor.Force"
"30866","Not.in.Labor.Force"
"83080","Not.in.Labor.Force"
"77210","Not.in.Labor.Force"
"82895","Not.in.Labor.Force"
"27387","Not.in.Labor.Force"
"27592","Not.in.Labor.Force"
"84118","Not.in.Labor.Force"
"29123","Not.in.Labor.Force"
"82123","Not.in.Labor.Force"
"78234","Not.in.Labor.Force"
"77358","Not.in.Labor.Force"
"83260","Not.in.Labor.Force"
"77252","Not.in.Labor.Force"
"81952","Not.in.Labor.Force"
"79001","Not.in.Labor.Force"
"78686","Not.in.Labor.Force"
"19388","Not.in.Labor.Force"
"77499","Not.in.Labor.Force"
"77372","Not.in.Labor.Force"
"91403","Not.in.Labor.Force"
"90819","Not.in.Labor.Force"
"82333","Not.in.Labor.Force"
"91032","Not.in.Labor.Force"
"93114","Not.in.Labor.Force"
"72570","Not.in.Labor.Force"
"90821","Not.in.Labor.Force"
"83327","Not.in.Labor.Force"
"82345","Not.in.Labor.Force"
"82124","Not.in.Labor.Force"
"93074","Not.in.Labor.Force"
"82351","Not.in.Labor.Force"
"91263","Not.in.Labor.Force"
"83997","Not.in.Labor.Force"
"77334","Not.in.Labor.Force"
"91332","Not.in.Labor.Force"
"78985","Not.in.Labor.Force"
"91500","Not.in.Labor.Force"
"82999","Not.in.Labor.Force"
"91029","Not.in.Labor.Force"
"84359","Not.in.Labor.Force"
"77437","Not.in.Labor.Force"
"82946","Not.in.Labor.Force"
"93075","Not.in.Labor.Force"
"78143","Not.in.Labor.Force"
"84378","Not.in.Labor.Force"
"84057","Not.in.Labor.Force"
"91031","Not.in.Labor.Force"
"78381","Not.in.Labor.Force"
"91330","Not.in.Labor.Force"
"83639","Not.in.Labor.Force"
"83751","Not.in.Labor.Force"
"84088","Not.in.Labor.Force"
"90887","Not.in.Labor.Force"
"77548","Not.in.Labor.Force"
"90766","Not.in.Labor.Force"
"92833","Not.in.Labor.Force"
"85096","Not.in.Labor.Force"
"82145","Not.in.Labor.Force"
"78434","Not.in.Labor.Force"
"78229","Not.in.Labor.Force"
"82168","Not.in.Labor.Force"
"77256","Not.in.Labor.Force"
"81085","Not.in.Labor.Force"
"85020","Not.in.Labor.Force"
"82513","Not.in.Labor.Force"
"91239","Not.in.Labor.Force"
"79233","Not.in.Labor.Force"
"83178","Not.in.Labor.Force"
"84385","Not.in.Labor.Force"
"91783","Not.in.Labor.Force"
"78485","Not.in.Labor.Force"
"83951","Not.in.Labor.Force"
"49049","Not.in.Labor.Force"
"84171","Not.in.Labor.Force"
"78267","Not.in.Labor.Force"
"83190","Not.in.Labor.Force"
"77620","Not.in.Labor.Force"
"84511","Not.in.Labor.Force"
"78720","Not.in.Labor.Force"
"77301","Not.in.Labor.Force"
"82877","Not.in.Labor.Force"
"84189","Not.in.Labor.Force"
"78612","Not.in.Labor.Force"
"77525","Not.in.Labor.Force"
"78840","Not.in.Labor.Force"
"82888","Not.in.Labor.Force"
"78952","Not.in.Labor.Force"
"77319","Not.in.Labor.Force"
"78303","Not.in.Labor.Force"
"49024","Not.in.Labor.Force"
"78968","Not.in.Labor.Force"
"77331","Not.in.Labor.Force"
"48998","Not.in.Labor.Force"
"82913","Not.in.Labor.Force"
"82912","Not.in.Labor.Force"
"78321","Not.in.Labor.Force"
"82592","Not.in.Labor.Force"
"48932","Not.in.Labor.Force"
"78669","Not.in.Labor.Force"
"46266","Not.in.Labor.Force"
"83267","Not.in.Labor.Force"
"82611","Not.in.Labor.Force"
"82941","Not.in.Labor.Force"
"83272","Not.in.Labor.Force"
"49106","Not.in.Labor.Force"
"82949","Not.in.Labor.Force"
"49105","Not.in.Labor.Force"
"77705","Not.in.Labor.Force"
"22669","Not.in.Labor.Force"
"83952","Not.in.Labor.Force"
"78377","Not.in.Labor.Force"
"48996","Not.in.Labor.Force"
"83631","Not.in.Labor.Force"
"49087","Not.in.Labor.Force"
"48933","Not.in.Labor.Force"
"49175","Not.in.Labor.Force"
"77737","Not.in.Labor.Force"
"49144","Not.in.Labor.Force"
"82889","Not.in.Labor.Force"
"83328","Not.in.Labor.Force"
"79390","Not.in.Labor.Force"
"49172","Not.in.Labor.Force"
"77318","Not.in.Labor.Force"
"82348","Not.in.Labor.Force"
"49107","Not.in.Labor.Force"
"83669","Not.in.Labor.Force"
"82685","Not.in.Labor.Force"
"84327","Not.in.Labor.Force"
"19777","Not.in.Labor.Force"
"78801","Not.in.Labor.Force"
"82696","Not.in.Labor.Force"
"82926","Not.in.Labor.Force"
"78115","Not.in.Labor.Force"
"78132","Not.in.Labor.Force"
"77916","Not.in.Labor.Force"
"84371","Not.in.Labor.Force"
"79198","Not.in.Labor.Force"
"78121","Not.in.Labor.Force"
"83184","Not.in.Labor.Force"
"82756","Not.in.Labor.Force"
"78497","Not.in.Labor.Force"
"78610","Not.in.Labor.Force"
"81124","Not.in.Labor.Force"
"82112","Not.in.Labor.Force"
"82776","Not.in.Labor.Force"
"3706","Not.in.Labor.Force"
"19869","Not.in.Labor.Force"
"78845","Not.in.Labor.Force"
"93683","Not.in.Labor.Force"
"3647","Not.in.Labor.Force"
"82146","Not.in.Labor.Force"
"82808","Not.in.Labor.Force"
"77240","Not.in.Labor.Force"
"4213","Not.in.Labor.Force"
"3204","Not.in.Labor.Force"
"83147","Not.in.Labor.Force"
"82381","Not.in.Labor.Force"
"84145","Not.in.Labor.Force"
"84477","Not.in.Labor.Force"
"77263","Not.in.Labor.Force"
"82514","Not.in.Labor.Force"
"82965","Not.in.Labor.Force"
"3123","Not.in.Labor.Force"
"78595","Not.in.Labor.Force"
"83191","Not.in.Labor.Force"
"76051","Not.in.Labor.Force"
"84510","Not.in.Labor.Force"
"78939","Not.in.Labor.Force"
"3541","Not.in.Labor.Force"
"85288","Not.in.Labor.Force"
"83214","Not.in.Labor.Force"
"78951","Not.in.Labor.Force"
"83231","Not.in.Labor.Force"
"81919","Not.in.Labor.Force"
"82581","Not.in.Labor.Force"
"76094","Not.in.Labor.Force"
"78975","Not.in.Labor.Force"
"80943","Not.in.Labor.Force"
"3351","Not.in.Labor.Force"
"82920","Not.in.Labor.Force"
"83255","Not.in.Labor.Force"
"83256","Not.in.Labor.Force"
"82382","Not.in.Labor.Force"
"83918","Not.in.Labor.Force"
"20626","Not.in.Labor.Force"
"82951","Not.in.Labor.Force"
"81970","Not.in.Labor.Force"
"78376","Not.in.Labor.Force"
"82970","Not.in.Labor.Force"
"83626","Not.in.Labor.Force"
"78382","Not.in.Labor.Force"
"3894","Not.in.Labor.Force"
"79040","Not.in.Labor.Force"
"76180","Not.in.Labor.Force"
"79391","Not.in.Labor.Force"
"82018","Not.in.Labor.Force"
"78085","Not.in.Labor.Force"
"3103","Not.in.Labor.Force"
"83998","Not.in.Labor.Force"
"81045","Not.in.Labor.Force"
"3869","Not.in.Labor.Force"
"4669","Not.in.Labor.Force"
"20684","Not.in.Labor.Force"
"81078","Not.in.Labor.Force"
"77262","Not.in.Labor.Force"
"79118","Not.in.Labor.Force"
"94551","Not.in.Labor.Force"
"82964","Not.in.Labor.Force"
"94760","Not.in.Labor.Force"
"94761","Not.in.Labor.Force"
"83750","Not.in.Labor.Force"
"83977","Not.in.Labor.Force"
"85068","Not.in.Labor.Force"
"94002","Not.in.Labor.Force"
"94469","Not.in.Labor.Force"
"78206","Not.in.Labor.Force"
"94881","Not.in.Labor.Force"
"94928","Not.in.Labor.Force"
"81163","Not.in.Labor.Force"
"76326","Not.in.Labor.Force"
"83148","Not.in.Labor.Force"
"77246","Not.in.Labor.Force"
"94823","Not.in.Labor.Force"
"94915","Not.in.Labor.Force"
"82167","Not.in.Labor.Force"
"82170","Not.in.Labor.Force"
"95125","Not.in.Labor.Force"
"77259","Not.in.Labor.Force"
"77261","Not.in.Labor.Force"
"77590","Not.in.Labor.Force"
"95278","Not.in.Labor.Force"
"81201","Not.in.Labor.Force"
"83179","Not.in.Labor.Force"
"84056","Not.in.Labor.Force"
"94965","Not.in.Labor.Force"
"84170","Not.in.Labor.Force"
"81224","Not.in.Labor.Force"
"83199","Not.in.Labor.Force"
"84075","Not.in.Labor.Force"
"84186","Not.in.Labor.Force"
"82884","Not.in.Labor.Force"
"77967","Not.in.Labor.Force"
"83876","Not.in.Labor.Force"
"95039","Not.in.Labor.Force"
"94715","Not.in.Labor.Force"
"78310","Not.in.Labor.Force"
"77330","Not.in.Labor.Force"
"84220","Not.in.Labor.Force"
"95218","Not.in.Labor.Force"
"78979","Not.in.Labor.Force"
"95024","Not.in.Labor.Force"
"94593","Not.in.Labor.Force"
"83249","Not.in.Labor.Force"
"83259","Not.in.Labor.Force"
"94594","Not.in.Labor.Force"
"78014","Not.in.Labor.Force"
"23306","Not.in.Labor.Force"
"83271","Not.in.Labor.Force"
"78685","Not.in.Labor.Force"
"99670","Not.in.Labor.Force"
"46940","Not.in.Labor.Force"
"81322","Not.in.Labor.Force"
"20382","Not.in.Labor.Force"
"94516","Not.in.Labor.Force"
"95217","Not.in.Labor.Force"
"94731","Not.in.Labor.Force"
"38107","Not.in.Labor.Force"
"79041","Not.in.Labor.Force"
"81351","Not.in.Labor.Force"
"82342","Not.in.Labor.Force"
"83335","Not.in.Labor.Force"
"83336","Not.in.Labor.Force"
"38142","Not.in.Labor.Force"
"2929","Not.in.Labor.Force"
"1242","Not.in.Labor.Force"
"78433","Not.in.Labor.Force"
"77452","Not.in.Labor.Force"
"1325","Not.in.Labor.Force"
"1211","Not.in.Labor.Force"
"79121","Not.in.Labor.Force"
"77488","Not.in.Labor.Force"
"1313","Not.in.Labor.Force"
"85377","Not.in.Labor.Force"
"86451","Not.in.Labor.Force"
"86108","Not.in.Labor.Force"
"38221","Not.in.Labor.Force"
"78502","Not.in.Labor.Force"
"77524","Not.in.Labor.Force"
"86109","Not.in.Labor.Force"
"47113","Not.in.Labor.Force"
"83791","Not.in.Labor.Force"
"86138","Not.in.Labor.Force"
"83141","Not.in.Labor.Force"
"86144","Not.in.Labor.Force"
"84461","Not.in.Labor.Force"
"77245","Not.in.Labor.Force"
"34778","Not.in.Labor.Force"
"77577","Not.in.Labor.Force"
"34777","Not.in.Labor.Force"
"34945","Not.in.Labor.Force"
"79216","Not.in.Labor.Force"
"78248","Not.in.Labor.Force"
"84485","Not.in.Labor.Force"
"77930","Not.in.Labor.Force"
"83192","Not.in.Labor.Force"
"77616","Not.in.Labor.Force"
"82544","Not.in.Labor.Force"
"77300","Not.in.Labor.Force"
"82549","Not.in.Labor.Force"
"82550","Not.in.Labor.Force"
"82551","Not.in.Labor.Force"
"82882","Not.in.Labor.Force"
"84198","Not.in.Labor.Force"
"10071","Not.in.Labor.Force"
"83219","Not.in.Labor.Force"
"81581","Not.in.Labor.Force"
"10613","Not.in.Labor.Force"
"81590","Not.in.Labor.Force"
"81596","Not.in.Labor.Force"
"9859","Not.in.Labor.Force"
"82257","Not.in.Labor.Force"
"78652","Not.in.Labor.Force"
"85541","Not.in.Labor.Force"
"85544","Not.in.Labor.Force"
"12203","Not.in.Labor.Force"
"15928","Not.in.Labor.Force"
"38395","Not.in.Labor.Force"
"115238","Not.in.Labor.Force"
"98492","Not.in.Labor.Force"
"9884","Not.in.Labor.Force"
"10940","Not.in.Labor.Force"
"11412","Not.in.Labor.Force"
"80991","Not.in.Labor.Force"
"7139","Not.in.Labor.Force"
"16052","Not.in.Labor.Force"
"83295","Not.in.Labor.Force"
"81329","Not.in.Labor.Force"
"81330","Not.in.Labor.Force"
"77397","Not.in.Labor.Force"
"83630","Not.in.Labor.Force"
"16050","Not.in.Labor.Force"
"32007","Not.in.Labor.Force"
"84621","Not.in.Labor.Force"
"84623","Not.in.Labor.Force"
"84624","Not.in.Labor.Force"
"77738","Not.in.Labor.Force"
"32190","Not.in.Labor.Force"
"32191","Not.in.Labor.Force"
"81682","Not.in.Labor.Force"
"77422","Not.in.Labor.Force"
"83670","Not.in.Labor.Force"
"82690","Not.in.Labor.Force"
"32008","Not.in.Labor.Force"
"77774","Not.in.Labor.Force"
"82697","Not.in.Labor.Force"
"77458","Not.in.Labor.Force"
"82708","Not.in.Labor.Force"
"82714","Not.in.Labor.Force"
"83046","Not.in.Labor.Force"
"78131","Not.in.Labor.Force"
"116194","Not.in.Labor.Force"
"83387","Not.in.Labor.Force"
"83388","Not.in.Labor.Force"
"116364","Not.in.Labor.Force"
"116193","Not.in.Labor.Force"
"82754","Not.in.Labor.Force"
"116343","Not.in.Labor.Force"
"83418","Not.in.Labor.Force"
"82765","Not.in.Labor.Force"
"115990","Not.in.Labor.Force"
"81791","Not.in.Labor.Force"
"81134","Not.in.Labor.Force"
"84424","Not.in.Labor.Force"
"116444","Not.in.Labor.Force"
"77867","Not.in.Labor.Force"
"83447","Not.in.Labor.Force"
"82134","Not.in.Labor.Force"
"84761","Not.in.Labor.Force"
"78860","Not.in.Labor.Force"
"78861","Not.in.Labor.Force"
"83790","Not.in.Labor.Force"
"82154","Not.in.Labor.Force"
"82486","Not.in.Labor.Force"
"82491","Not.in.Labor.Force"
"82494","Not.in.Labor.Force"
"78557","Not.in.Labor.Force"
"115981","Not.in.Labor.Force"
"83808","Not.in.Labor.Force"
"85459","Not.in.Labor.Force"
"79720","Not.in.Labor.Force"
"84150","Not.in.Labor.Force"
"78247","Not.in.Labor.Force"
"77920","Not.in.Labor.Force"
"79756","Not.in.Labor.Force"
"77596","Not.in.Labor.Force"
"83831","Not.in.Labor.Force"
"85878","Not.in.Labor.Force"
"83509","Not.in.Labor.Force"
"79754","Not.in.Labor.Force"
"83511","Not.in.Labor.Force"
"78924","Not.in.Labor.Force"
"79662","Not.in.Labor.Force"
"79755","Not.in.Labor.Force"
"83850","Not.in.Labor.Force"
"82868","Not.in.Labor.Force"
"79441","Not.in.Labor.Force"
"79442","Not.in.Labor.Force"
"38663","Not.in.Labor.Force"
"120643","Not.in.Labor.Force"
"82890","Not.in.Labor.Force"
"77974","Not.in.Labor.Force"
"81910","Not.in.Labor.Force"
"81918","Not.in.Labor.Force"
"120313","Not.in.Labor.Force"
"83890","Not.in.Labor.Force"
"120297","Not.in.Labor.Force"
"85206","Not.in.Labor.Force"
"120639","Not.in.Labor.Force"
"78984","Not.in.Labor.Force"
"120785","Not.in.Labor.Force"
"78661","Not.in.Labor.Force"
"120631","Not.in.Labor.Force"
"122166","Not.in.Labor.Force"
"78015","Not.in.Labor.Force"
"84252","Not.in.Labor.Force"
"120622","Not.in.Labor.Force"
"121099","Not.in.Labor.Force"
"121932","Not.in.Labor.Force"
"81997","Not.in.Labor.Force"
"81010","Not.in.Labor.Force"
"79045","Not.in.Labor.Force"
"81019","Not.in.Labor.Force"
"120337","Not.in.Labor.Force"
"78073","Not.in.Labor.Force"
"120449","Not.in.Labor.Force"
"78081","Not.in.Labor.Force"
"78082","Not.in.Labor.Force"
"83991","Not.in.Labor.Force"
"82024","Not.in.Labor.Force"
"81044","Not.in.Labor.Force"
"81046","Not.in.Labor.Force"
"78097","Not.in.Labor.Force"
"121375","Not.in.Labor.Force"
"82037","Not.in.Labor.Force"
"82043","Not.in.Labor.Force"
"82044","Not.in.Labor.Force"
"77783","Not.in.Labor.Force"
"120815","Not.in.Labor.Force"
"84024","Not.in.Labor.Force"
"122205","Not.in.Labor.Force"
"79114","Not.in.Labor.Force"
"77809","Not.in.Labor.Force"
"85025","Not.in.Labor.Force"
"120476","Not.in.Labor.Force"
"120336","Not.in.Labor.Force"
"83392","Not.in.Labor.Force"
"84377","Not.in.Labor.Force"
"120601","Not.in.Labor.Force"
"82740","Not.in.Labor.Force"
"50669","Not.in.Labor.Force"
"85042","Not.in.Labor.Force"
"78155","Not.in.Labor.Force"
"85047","Not.in.Labor.Force"
"85048","Not.in.Labor.Force"
"81119","Not.in.Labor.Force"
"79155","Not.in.Labor.Force"
"84087","Not.in.Labor.Force"
"120379","Not.in.Labor.Force"
"120608","Not.in.Labor.Force"
"121376","Not.in.Labor.Force"
"120272","Not.in.Labor.Force"
"79182","Not.in.Labor.Force"
"79183","Not.in.Labor.Force"
"84446","Not.in.Labor.Force"
"84447","Not.in.Labor.Force"
"120877","Not.in.Labor.Force"
"85107","Not.in.Labor.Force"
"82487","Not.in.Labor.Force"
"81176","Not.in.Labor.Force"
